"","Zone1","Zone2","Zone3","Zone4","Zone5","Zone6","Zone7","Zone8","Zone9","Zone10","Zone11","Zone12","Zone13","Zone14","Zone15"
"slot1",62,50,80,57,NA,100,77,113,96,95,66,53,115,53,49
"slot2",126,91,165,119,NA,171,144,196,188,178,124,100,205,83,67
"slot3",139,105,196,119,NA,158,156,217,176,185,109,94,251,98,94
"slot4",128,99,199,121,NA,158,182,182,129,132,128,90,234,100,128
"slot5",115,92,162,128,NA,111,160,136,100,127,121,79,195,99,74
"slot6",75,70,100,81,NA,106,86,123,98,96,77,59,118,70,55
