"","Zone1","Zone2","Zone3","Zone4","Zone5","Zone6","Zone7","Zone8","Zone9","Zone10","Zone11","Zone12","Zone13","Zone14","Zone15"
"slot1",63,54,85,61,NA,103,74,109,98,94,61,51,107,55,48
"slot2",122,90,164,113,NA,167,165,202,177,182,121,98,196,81,76
"slot3",139,99,189,110,NA,162,137,223,164,176,108,93,218,94,80
"slot4",134,104,197,128,NA,171,190,187,138,146,132,95,231,97,128
"slot5",118,96,160,131,NA,111,158,154,115,124,121,82,205,102,75
"slot6",74,73,104,82,Inf,112,92,128,99,103,80,60,125,69,45
