"","Zone1","Zone2","Zone3","Zone4","Zone5","Zone6","Zone7","Zone8","Zone9","Zone10","Zone11","Zone12","Zone13","Zone14","Zone15"
"slot1",20,47,17,24,NA,54,7,11,7,24,10,52,6,75,1
"slot2",8,79,10,35,NA,18,4,15,8,17,11,29,5,43,3
"slot3",25,245,16,93,NA,36,9,63,29,49,31,83,9,56,8
"slot4",30,217,13,74,NA,24,9,61,27,44,25,71,8,66,4
"slot5",53,309,21,78,NA,60,14,105,45,73,28,114,11,93,12
"slot6",57,183,28,54,NA,87,16,64,38,84,19,106,12,99,8
