"","Zone1","Zone2","Zone3","Zone4","Zone5","Zone6","Zone7","Zone8","Zone9","Zone10","Zone11","Zone12","Zone13","Zone14","Zone15"
"slot1",30,70,26,28,0,113,10,20,12,37,10,59,6,78,2
"slot2",10,85,12,37,NA,22,4,16,9,21,13,30,6,37,3
"slot3",24,251,18,94,NA,39,10,68,29,53,33,85,9,53,8
"slot4",34,243,17,82,NA,28,10,57,28,47,28,82,9,70,6
"slot5",67,334,34,95,NA,90,18,124,63,100,39,146,16,122,14
"slot6",75,315,56,94,NA,182,22,114,80,155,30,181,21,147,9
