"","Zone1","Zone2","Zone3","Zone4","Zone5","Zone6","Zone7","Zone8","Zone9","Zone10","Zone11","Zone12","Zone13","Zone14","Zone15"
"slot1",47,163,77,62,NA,281,14,48,57,112,25,151,17,156,5
"slot2",13,52,31,29,NA,63,5,9,8,24,11,48,6,75,2
"slot3",17,197,20,69,NA,28,6,49,26,54,16,54,10,51,3
"slot4",30,236,24,71,NA,47,8,82,45,80,20,90,13,81,3
"slot5",44,258,31,74,NA,82,11,94,55,103,24,124,16,111,4
"slot6",40,187,34,59,NA,102,13,54,38,87,21,113,14,116,3
