"","Zone1","Zone2","Zone3","Zone4","Zone5","Zone6","Zone7","Zone8","Zone9","Zone10","Zone11","Zone12","Zone13","Zone14","Zone15"
"slot1",9,8,10,9,NA,11,11,12,11,11,9,9,12,8,9
"slot2",12,10,13,12,NA,13,15,15,15,14,12,11,15,10,13
"slot3",13,10,14,12,NA,13,14,15,14,14,11,11,15,11,12
"slot4",12,11,15,12,4,13,15,14,12,12,12,11,16,11,14
"slot5",11,11,13,12,NA,12,14,13,12,12,12,10,14,10,11
"slot6",9,10,12,10,6,11,11,12,11,11,10,9,12,9,9
