pickup_date,weekday,zone,slot,PickUpRides
2016-01-30,Saturday,12,4,934
2016-01-30,Saturday,6,4,667
2016-01-30,Saturday,1,4,495
2016-01-30,Saturday,11,4,267
2016-01-30,Saturday,7,4,105
2016-01-30,Saturday,14,4,921
2016-01-30,Saturday,10,4,965
2016-01-30,Saturday,8,4,981
2016-01-30,Saturday,4,4,838
2016-01-30,Saturday,9,4,529
2016-01-30,Saturday,13,4,200
2016-01-30,Saturday,3,4,278
2016-01-30,Saturday,15,4,43
2016-01-30,Saturday,14,5,1495
2016-01-30,Saturday,1,5,769
2016-01-30,Saturday,12,5,1479
2016-01-30,Saturday,11,5,427
2016-01-30,Saturday,2,5,2938
2016-01-30,Saturday,6,5,1289
2016-01-30,Saturday,8,5,1528
2016-01-30,Saturday,4,5,877
2016-01-30,Saturday,10,5,1521
2016-01-30,Saturday,9,5,878
2016-01-30,Saturday,3,5,433
2016-01-30,Saturday,7,5,178
2016-01-30,Saturday,15,5,65
2016-01-30,Saturday,13,5,308
2016-01-30,Saturday,4,6,825
2016-01-30,Saturday,2,6,2698
2016-01-30,Saturday,8,6,1369
2016-01-30,Saturday,10,6,1860
2016-01-30,Saturday,6,6,2593
2016-01-30,Saturday,1,6,618
2016-01-30,Saturday,12,6,1659
2016-01-30,Saturday,3,6,621
2016-01-30,Saturday,9,6,953
2016-01-30,Saturday,14,6,1548
2016-01-30,Saturday,13,6,331
2016-01-30,Saturday,11,6,295
2016-01-30,Saturday,7,6,163
2016-01-30,Saturday,15,6,42
2016-01-31,Sunday,12,1,1321
2016-01-31,Sunday,6,1,3641
2016-01-31,Sunday,1,1,377
2016-01-31,Sunday,2,1,1218
2016-01-31,Sunday,8,1,560
2016-01-31,Sunday,10,1,1177
2016-01-31,Sunday,14,1,1341
2016-01-31,Sunday,4,1,522
2016-01-31,Sunday,9,1,729
2016-01-31,Sunday,3,1,818
2016-01-31,Sunday,7,1,125
2016-01-31,Sunday,11,1,239
2016-01-31,Sunday,13,1,229
2016-01-31,Sunday,15,1,43
2016-01-31,Sunday,11,2,98
2016-01-31,Sunday,6,2,945
2016-01-31,Sunday,3,2,347
2016-01-31,Sunday,14,2,659
2016-01-31,Sunday,12,2,423
2016-01-31,Sunday,1,2,122
2016-01-31,Sunday,4,2,186
2016-01-31,Sunday,10,2,247
2016-01-31,Sunday,2,2,364
2016-01-31,Sunday,8,2,85
2016-01-31,Sunday,13,2,66
2016-01-31,Sunday,7,2,36
2016-01-31,Sunday,9,2,74
2016-01-31,Sunday,15,2,3
2016-01-31,Sunday,8,3,459
2016-01-31,Sunday,6,3,353
2016-01-31,Sunday,1,3,172
2016-01-31,Sunday,12,3,480
2016-01-31,Sunday,11,3,109
2016-01-31,Sunday,10,3,510
2016-01-31,Sunday,2,3,1468
2016-01-31,Sunday,14,3,435
2016-01-31,Sunday,4,3,550
2016-01-31,Sunday,3,3,248
2016-01-31,Sunday,9,3,247
2016-01-31,Sunday,7,3,47
2016-01-31,Sunday,13,3,130
2016-01-31,Sunday,15,3,27
2016-01-31,Sunday,11,4,159
2016-01-31,Sunday,6,4,539
2016-01-31,Sunday,1,4,392
2016-01-31,Sunday,14,4,830
2016-01-31,Sunday,2,4,2041
2016-01-31,Sunday,10,4,900
2016-01-31,Sunday,8,4,916
2016-01-31,Sunday,9,4,461
2016-01-31,Sunday,4,4,629
2016-01-31,Sunday,12,4,817
2016-01-31,Sunday,13,4,213
2016-01-31,Sunday,7,4,100
2016-01-31,Sunday,3,4,301
2016-01-31,Sunday,15,4,33
2016-01-31,Sunday,1,5,555
2016-01-31,Sunday,13,5,230
2016-01-31,Sunday,9,5,538
2016-01-31,Sunday,6,5,961
2016-01-31,Sunday,10,5,1117
2016-01-31,Sunday,8,5,953
2016-01-31,Sunday,2,5,2159
2016-01-31,Sunday,14,5,1166
2016-01-31,Sunday,12,5,1050
2016-01-31,Sunday,4,5,605
2016-01-31,Sunday,11,5,195
2016-01-31,Sunday,7,5,118
2016-01-31,Sunday,3,5,330
2016-01-31,Sunday,15,5,52
2016-01-31,Sunday,6,6,1077
2016-01-31,Sunday,1,6,367
2016-01-31,Sunday,3,6,285
2016-01-31,Sunday,10,6,835
2016-01-31,Sunday,14,6,1001
2016-01-31,Sunday,7,6,127
2016-01-31,Sunday,2,6,1335
2016-01-31,Sunday,12,6,797
2016-01-31,Sunday,9,6,366
2016-01-31,Sunday,4,6,411
2016-01-31,Sunday,8,6,504
2016-01-31,Sunday,11,6,155
2016-01-31,Sunday,13,6,156
2016-01-31,Sunday,15,6,29
2016-02-01,Monday,2,1,295
2016-02-01,Monday,14,1,623
2016-02-01,Monday,9,1,61
2016-02-01,Monday,7,1,50
2016-02-01,Monday,1,1,162
2016-02-01,Monday,6,1,485
2016-02-01,Monday,8,1,103
2016-02-01,Monday,10,1,211
2016-02-01,Monday,4,1,156
2016-02-01,Monday,12,1,317
2016-02-01,Monday,3,1,127
2016-02-01,Monday,11,1,73
2016-02-01,Monday,13,1,49
2016-02-01,Monday,15,1,8
2016-02-01,Monday,2,2,791
2016-02-01,Monday,6,2,210
2016-02-01,Monday,12,2,276
2016-02-01,Monday,4,2,388
2016-02-01,Monday,14,2,345
2016-02-01,Monday,1,2,80
2016-02-01,Monday,11,2,112
2016-02-01,Monday,10,2,238
2016-02-01,Monday,7,2,51
2016-02-01,Monday,3,2,117
2016-02-01,Monday,15,2,27
2016-02-01,Monday,8,2,225
2016-02-01,Monday,13,2,73
2016-02-01,Monday,9,2,114
2016-02-01,Monday,2,3,2395
2016-02-01,Monday,4,3,943
2016-02-01,Monday,11,3,345
2016-02-01,Monday,1,3,265
2016-02-01,Monday,12,3,666
2016-02-01,Monday,6,3,459
2016-02-01,Monday,14,3,501
2016-02-01,Monday,15,3,60
2016-02-01,Monday,8,3,973
2016-02-01,Monday,7,3,128
2016-02-01,Monday,13,3,135
2016-02-01,Monday,9,3,342
2016-02-01,Monday,10,3,646
2016-02-01,Monday,3,3,234
2016-02-01,Monday,4,4,883
2016-02-01,Monday,2,4,2273
2016-02-01,Monday,7,4,124
2016-02-01,Monday,6,4,334
2016-02-01,Monday,8,4,734
2016-02-01,Monday,13,4,121
2016-02-01,Monday,10,4,572
2016-02-01,Monday,12,4,669
2016-02-01,Monday,1,4,335
2016-02-01,Monday,14,4,640
2016-02-01,Monday,9,4,306
2016-02-01,Monday,11,4,310
2016-02-01,Monday,3,4,211
2016-02-01,Monday,15,4,65
2016-02-01,Monday,4,5,865
2016-02-01,Monday,14,5,955
2016-02-01,Monday,1,5,612
2016-02-01,Monday,2,5,3116
2016-02-01,Monday,6,5,579
2016-02-01,Monday,8,5,1323
2016-02-01,Monday,11,5,355
2016-02-01,Monday,9,5,474
2016-02-01,Monday,13,5,139
2016-02-01,Monday,12,5,899
2016-02-01,Monday,10,5,817
2016-02-01,Monday,7,5,170
2016-02-01,Monday,3,5,262
2016-02-01,Monday,15,5,94
2016-02-01,Monday,12,6,571
2016-02-01,Monday,1,6,413
2016-02-01,Monday,6,6,722
2016-02-01,Monday,7,6,136
2016-02-01,Monday,2,6,1399
2016-02-01,Monday,14,6,769
2016-02-01,Monday,4,6,430
2016-02-01,Monday,8,6,620
2016-02-01,Monday,9,6,291
2016-02-01,Monday,11,6,140
2016-02-01,Monday,10,6,843
2016-02-01,Monday,15,6,34
2016-02-01,Monday,3,6,253
2016-02-01,Monday,13,6,140
2016-02-02,Tuesday,7,1,49
2016-02-02,Tuesday,12,1,205
2016-02-02,Tuesday,6,1,415
2016-02-02,Tuesday,1,1,172
2016-02-02,Tuesday,4,1,152
2016-02-02,Tuesday,2,1,270
2016-02-02,Tuesday,11,1,52
2016-02-02,Tuesday,14,1,545
2016-02-02,Tuesday,3,1,112
2016-02-02,Tuesday,10,1,172
2016-02-02,Tuesday,8,1,102
2016-02-02,Tuesday,9,1,58
2016-02-02,Tuesday,13,1,34
2016-02-02,Tuesday,15,1,8
2016-02-02,Tuesday,14,2,233
2016-02-02,Tuesday,6,2,207
2016-02-02,Tuesday,1,2,71
2016-02-02,Tuesday,4,2,300
2016-02-02,Tuesday,12,2,237
2016-02-02,Tuesday,2,2,698
2016-02-02,Tuesday,11,2,119
2016-02-02,Tuesday,10,2,229
2016-02-02,Tuesday,8,2,207
2016-02-02,Tuesday,9,2,96
2016-02-02,Tuesday,13,2,59
2016-02-02,Tuesday,7,2,51
2016-02-02,Tuesday,15,2,22
2016-02-02,Tuesday,3,2,85
2016-02-02,Tuesday,4,3,890
2016-02-02,Tuesday,1,3,235
2016-02-02,Tuesday,7,3,126
2016-02-02,Tuesday,11,3,299
2016-02-02,Tuesday,2,3,2327
2016-02-02,Tuesday,6,3,443
2016-02-02,Tuesday,8,3,1015
2016-02-02,Tuesday,12,3,699
2016-02-02,Tuesday,14,3,467
2016-02-02,Tuesday,15,3,60
2016-02-02,Tuesday,3,3,195
2016-02-02,Tuesday,10,3,620
2016-02-02,Tuesday,9,3,347
2016-02-02,Tuesday,13,3,108
2016-02-02,Tuesday,4,4,739
2016-02-02,Tuesday,11,4,257
2016-02-02,Tuesday,7,4,147
2016-02-02,Tuesday,1,4,312
2016-02-02,Tuesday,2,4,2220
2016-02-02,Tuesday,14,4,547
2016-02-02,Tuesday,6,4,302
2016-02-02,Tuesday,9,4,258
2016-02-02,Tuesday,13,4,141
2016-02-02,Tuesday,12,4,587
2016-02-02,Tuesday,10,4,478
2016-02-02,Tuesday,8,4,780
2016-02-02,Tuesday,3,4,203
2016-02-02,Tuesday,15,4,49
2016-02-02,Tuesday,6,5,643
2016-02-02,Tuesday,1,5,617
2016-02-02,Tuesday,7,5,191
2016-02-02,Tuesday,11,5,301
2016-02-02,Tuesday,14,5,931
2016-02-02,Tuesday,2,5,3127
2016-02-02,Tuesday,12,5,913
2016-02-02,Tuesday,9,5,512
2016-02-02,Tuesday,8,5,1323
2016-02-02,Tuesday,4,5,858
2016-02-02,Tuesday,3,5,269
2016-02-02,Tuesday,10,5,791
2016-02-02,Tuesday,15,5,107
2016-02-02,Tuesday,13,5,147
2016-02-02,Tuesday,1,6,494
2016-02-02,Tuesday,10,6,931
2016-02-02,Tuesday,12,6,918
2016-02-02,Tuesday,7,6,147
2016-02-02,Tuesday,2,6,1631
2016-02-02,Tuesday,6,6,1086
2016-02-02,Tuesday,14,6,932
2016-02-02,Tuesday,11,6,159
2016-02-02,Tuesday,4,6,439
2016-02-02,Tuesday,8,6,719
2016-02-02,Tuesday,9,6,383
2016-02-02,Tuesday,3,6,303
2016-02-02,Tuesday,13,6,134
2016-02-02,Tuesday,15,6,35
2016-02-03,Wednesday,1,1,237
2016-02-03,Wednesday,7,1,56
2016-02-03,Wednesday,12,1,254
2016-02-03,Wednesday,6,1,498
2016-02-03,Wednesday,14,1,540
2016-02-03,Wednesday,3,1,144
2016-02-03,Wednesday,2,1,291
2016-02-03,Wednesday,9,1,67
2016-02-03,Wednesday,10,1,221
2016-02-03,Wednesday,4,1,137
2016-02-03,Wednesday,11,1,42
2016-02-03,Wednesday,13,1,40
2016-02-03,Wednesday,8,1,118
2016-02-03,Wednesday,15,1,13
2016-02-03,Wednesday,2,2,775
2016-02-03,Wednesday,10,2,254
2016-02-03,Wednesday,12,2,206
2016-02-03,Wednesday,1,2,88
2016-02-03,Wednesday,14,2,263
2016-02-03,Wednesday,4,2,359
2016-02-03,Wednesday,7,2,41
2016-02-03,Wednesday,6,2,217
2016-02-03,Wednesday,3,2,105
2016-02-03,Wednesday,15,2,25
2016-02-03,Wednesday,8,2,260
2016-02-03,Wednesday,13,2,59
2016-02-03,Wednesday,9,2,104
2016-02-03,Wednesday,11,2,106
2016-02-03,Wednesday,11,3,303
2016-02-03,Wednesday,1,3,262
2016-02-03,Wednesday,12,3,769
2016-02-03,Wednesday,4,3,965
2016-02-03,Wednesday,2,3,2510
2016-02-03,Wednesday,14,3,453
2016-02-03,Wednesday,6,3,519
2016-02-03,Wednesday,13,3,120
2016-02-03,Wednesday,9,3,385
2016-02-03,Wednesday,8,3,1033
2016-02-03,Wednesday,15,3,64
2016-02-03,Wednesday,7,3,111
2016-02-03,Wednesday,3,3,237
2016-02-03,Wednesday,10,3,679
2016-02-03,Wednesday,11,4,331
2016-02-03,Wednesday,7,4,177
2016-02-03,Wednesday,1,4,445
2016-02-03,Wednesday,12,4,827
2016-02-03,Wednesday,14,4,749
2016-02-03,Wednesday,2,4,2892
2016-02-03,Wednesday,8,4,995
2016-02-03,Wednesday,4,4,910
2016-02-03,Wednesday,9,4,397
2016-02-03,Wednesday,10,4,640
2016-02-03,Wednesday,6,4,454
2016-02-03,Wednesday,3,4,251
2016-02-03,Wednesday,13,4,158
2016-02-03,Wednesday,15,4,49
2016-02-03,Wednesday,2,5,3438
2016-02-03,Wednesday,1,5,665
2016-02-03,Wednesday,14,5,987
2016-02-03,Wednesday,6,5,696
2016-02-03,Wednesday,12,5,1022
2016-02-03,Wednesday,10,5,895
2016-02-03,Wednesday,4,5,881
2016-02-03,Wednesday,8,5,1472
2016-02-03,Wednesday,3,5,313
2016-02-03,Wednesday,9,5,603
2016-02-03,Wednesday,11,5,342
2016-02-03,Wednesday,7,5,223
2016-02-03,Wednesday,13,5,163
2016-02-03,Wednesday,15,5,121
2016-02-03,Wednesday,1,6,434
2016-02-03,Wednesday,7,6,146
2016-02-03,Wednesday,4,6,416
2016-02-03,Wednesday,2,6,1457
2016-02-03,Wednesday,12,6,714
2016-02-03,Wednesday,10,6,1012
2016-02-03,Wednesday,14,6,777
2016-02-03,Wednesday,9,6,409
2016-02-03,Wednesday,6,6,964
2016-02-03,Wednesday,8,6,755
2016-02-03,Wednesday,11,6,132
2016-02-03,Wednesday,15,6,54
2016-02-03,Wednesday,3,6,225
2016-02-03,Wednesday,13,6,103
2016-02-04,Thursday,1,1,161
2016-02-04,Thursday,6,1,484
2016-02-04,Thursday,12,1,250
2016-02-04,Thursday,14,1,478
2016-02-04,Thursday,2,1,295
2016-02-04,Thursday,4,1,148
2016-02-04,Thursday,3,1,156
2016-02-04,Thursday,11,1,50
2016-02-04,Thursday,9,1,72
2016-02-04,Thursday,10,1,223
2016-02-04,Thursday,8,1,117
2016-02-04,Thursday,7,1,51
2016-02-04,Thursday,13,1,46
2016-02-04,Thursday,15,1,9
2016-02-04,Thursday,2,2,805
2016-02-04,Thursday,6,2,211
2016-02-04,Thursday,12,2,239
2016-02-04,Thursday,10,2,258
2016-02-04,Thursday,14,2,234
2016-02-04,Thursday,4,2,325
2016-02-04,Thursday,1,2,79
2016-02-04,Thursday,11,2,115
2016-02-04,Thursday,3,2,116
2016-02-04,Thursday,9,2,111
2016-02-04,Thursday,8,2,228
2016-02-04,Thursday,7,2,46
2016-02-04,Thursday,13,2,61
2016-02-04,Thursday,15,2,21
2016-02-04,Thursday,4,3,939
2016-02-04,Thursday,1,3,253
2016-02-04,Thursday,12,3,897
2016-02-04,Thursday,2,3,2477
2016-02-04,Thursday,9,3,318
2016-02-04,Thursday,8,3,1076
2016-02-04,Thursday,14,3,573
2016-02-04,Thursday,11,3,315
2016-02-04,Thursday,6,3,542
2016-02-04,Thursday,7,3,112
2016-02-04,Thursday,10,3,702
2016-02-04,Thursday,13,3,116
2016-02-04,Thursday,3,3,233
2016-02-04,Thursday,15,3,125
2016-02-04,Thursday,11,4,317
2016-02-04,Thursday,4,4,842
2016-02-04,Thursday,2,4,2544
2016-02-04,Thursday,1,4,329
2016-02-04,Thursday,7,4,134
2016-02-04,Thursday,12,4,688
2016-02-04,Thursday,10,4,559
2016-02-04,Thursday,8,4,816
2016-02-04,Thursday,9,4,298
2016-02-04,Thursday,14,4,622
2016-02-04,Thursday,6,4,307
2016-02-04,Thursday,3,4,229
2016-02-04,Thursday,13,4,128
2016-02-04,Thursday,15,4,112
2016-02-04,Thursday,2,5,3549
2016-02-04,Thursday,1,5,671
2016-02-04,Thursday,10,5,856
2016-02-04,Thursday,11,5,356
2016-02-04,Thursday,7,5,189
2016-02-04,Thursday,14,5,985
2016-02-04,Thursday,4,5,956
2016-02-04,Thursday,6,5,712
2016-02-04,Thursday,9,5,519
2016-02-04,Thursday,8,5,1486
2016-02-04,Thursday,12,5,1040
2016-02-04,Thursday,3,5,345
2016-02-04,Thursday,13,5,156
2016-02-04,Thursday,15,5,111
2016-02-04,Thursday,6,6,1531
2016-02-04,Thursday,3,6,350
2016-02-04,Thursday,1,6,554
2016-02-04,Thursday,10,6,1031
2016-02-04,Thursday,8,6,1124
2016-02-04,Thursday,9,6,563
2016-02-04,Thursday,7,6,200
2016-02-04,Thursday,2,6,2026
2016-02-04,Thursday,14,6,1009
2016-02-04,Thursday,12,6,1022
2016-02-04,Thursday,4,6,586
2016-02-04,Thursday,11,6,207
2016-02-04,Thursday,13,6,151
2016-02-04,Thursday,15,6,57
2016-02-04,Thursday,5,6,1
2016-02-05,Friday,1,1,268
2016-02-05,Friday,12,1,408
2016-02-05,Friday,7,1,73
2016-02-05,Friday,2,1,494
2016-02-05,Friday,4,1,214
2016-02-05,Friday,14,1,672
2016-02-05,Friday,9,1,112
2016-02-05,Friday,6,1,1100
2016-02-05,Friday,3,1,249
2016-02-05,Friday,11,1,59
2016-02-05,Friday,13,1,61
2016-02-05,Friday,10,1,311
2016-02-05,Friday,8,1,188
2016-02-05,Friday,15,1,12
2016-02-05,Friday,4,2,374
2016-02-05,Friday,2,2,743
2016-02-05,Friday,12,2,282
2016-02-05,Friday,14,2,307
2016-02-05,Friday,10,2,216
2016-02-05,Friday,7,2,68
2016-02-05,Friday,6,2,289
2016-02-05,Friday,1,2,105
2016-02-05,Friday,11,2,122
2016-02-05,Friday,8,2,181
2016-02-05,Friday,9,2,105
2016-02-05,Friday,3,2,144
2016-02-05,Friday,13,2,70
2016-02-05,Friday,15,2,21
2016-02-05,Friday,4,3,912
2016-02-05,Friday,2,3,2548
2016-02-05,Friday,11,3,306
2016-02-05,Friday,12,3,689
2016-02-05,Friday,1,3,309
2016-02-05,Friday,6,3,524
2016-02-05,Friday,14,3,485
2016-02-05,Friday,9,3,420
2016-02-05,Friday,3,3,265
2016-02-05,Friday,10,3,728
2016-02-05,Friday,7,3,139
2016-02-05,Friday,8,3,907
2016-02-05,Friday,13,3,142
2016-02-05,Friday,15,3,118
2016-02-05,Friday,1,4,286
2016-02-05,Friday,2,4,2412
2016-02-05,Friday,12,4,598
2016-02-05,Friday,9,4,293
2016-02-05,Friday,8,4,784
2016-02-05,Friday,10,4,598
2016-02-05,Friday,4,4,747
2016-02-05,Friday,6,4,323
2016-02-05,Friday,14,4,566
2016-02-05,Friday,11,4,218
2016-02-05,Friday,3,4,240
2016-02-05,Friday,7,4,122
2016-02-05,Friday,15,4,56
2016-02-05,Friday,13,4,112
2016-02-05,Friday,4,5,1073
2016-02-05,Friday,1,5,663
2016-02-05,Friday,8,5,1672
2016-02-05,Friday,14,5,1286
2016-02-05,Friday,2,5,3780
2016-02-05,Friday,12,5,1316
2016-02-05,Friday,6,5,944
2016-02-05,Friday,9,5,669
2016-02-05,Friday,11,5,373
2016-02-05,Friday,7,5,233
2016-02-05,Friday,10,5,1153
2016-02-05,Friday,3,5,418
2016-02-05,Friday,13,5,210
2016-02-05,Friday,15,5,96
2016-02-05,Friday,6,6,2109
2016-02-05,Friday,12,6,1529
2016-02-05,Friday,1,6,639
2016-02-05,Friday,2,6,2545
2016-02-05,Friday,14,6,1229
2016-02-05,Friday,10,6,1745
2016-02-05,Friday,8,6,1279
2016-02-05,Friday,9,6,774
2016-02-05,Friday,4,6,751
2016-02-05,Friday,11,6,252
2016-02-05,Friday,7,6,217
2016-02-05,Friday,3,6,556
2016-02-05,Friday,13,6,295
2016-02-05,Friday,15,6,41
2016-02-06,Saturday,6,1,3278
2016-02-06,Saturday,1,1,375
2016-02-06,Saturday,12,1,1103
2016-02-06,Saturday,14,1,1067
2016-02-06,Saturday,2,1,1048
2016-02-06,Saturday,3,1,645
2016-02-06,Saturday,10,1,981
2016-02-06,Saturday,8,1,507
2016-02-06,Saturday,9,1,423
2016-02-06,Saturday,4,1,374
2016-02-06,Saturday,11,1,167
2016-02-06,Saturday,13,1,141
2016-02-06,Saturday,7,1,117
2016-02-06,Saturday,15,1,24
2016-02-06,Saturday,3,2,208
2016-02-06,Saturday,1,2,118
2016-02-06,Saturday,12,2,362
2016-02-06,Saturday,14,2,492
2016-02-06,Saturday,6,2,631
2016-02-06,Saturday,2,2,350
2016-02-06,Saturday,7,2,40
2016-02-06,Saturday,11,2,82
2016-02-06,Saturday,10,2,206
2016-02-06,Saturday,13,2,56
2016-02-06,Saturday,4,2,216
2016-02-06,Saturday,8,2,95
2016-02-06,Saturday,9,2,52
2016-02-06,Saturday,15,2,6
2016-02-06,Saturday,4,3,714
2016-02-06,Saturday,6,3,420
2016-02-06,Saturday,12,3,641
2016-02-06,Saturday,7,3,87
2016-02-06,Saturday,1,3,246
2016-02-06,Saturday,11,3,185
2016-02-06,Saturday,9,3,304
2016-02-06,Saturday,14,3,547
2016-02-06,Saturday,10,3,602
2016-02-06,Saturday,2,3,1806
2016-02-06,Saturday,3,3,215
2016-02-06,Saturday,8,3,651
2016-02-06,Saturday,13,3,155
2016-02-06,Saturday,15,3,27
2016-02-06,Saturday,4,4,795
2016-02-06,Saturday,3,4,251
2016-02-06,Saturday,14,4,1104
2016-02-06,Saturday,1,4,503
2016-02-06,Saturday,6,4,657
2016-02-06,Saturday,10,4,921
2016-02-06,Saturday,11,4,258
2016-02-06,Saturday,12,4,1086
2016-02-06,Saturday,8,4,1109
2016-02-06,Saturday,2,4,2432
2016-02-06,Saturday,7,4,102
2016-02-06,Saturday,9,4,514
2016-02-06,Saturday,13,4,212
2016-02-06,Saturday,15,4,39
2016-02-06,Saturday,4,5,960
2016-02-06,Saturday,2,5,3038
2016-02-06,Saturday,1,5,667
2016-02-06,Saturday,7,5,181
2016-02-06,Saturday,6,5,1319
2016-02-06,Saturday,14,5,1484
2016-02-06,Saturday,10,5,1614
2016-02-06,Saturday,12,5,1373
2016-02-06,Saturday,13,5,289
2016-02-06,Saturday,8,5,1496
2016-02-06,Saturday,11,5,300
2016-02-06,Saturday,3,5,411
2016-02-06,Saturday,9,5,764
2016-02-06,Saturday,15,5,51
2016-02-06,Saturday,2,6,2638
2016-02-06,Saturday,12,6,1532
2016-02-06,Saturday,6,6,2484
2016-02-06,Saturday,1,6,601
2016-02-06,Saturday,14,6,1428
2016-02-06,Saturday,7,6,135
2016-02-06,Saturday,4,6,833
2016-02-06,Saturday,8,6,1285
2016-02-06,Saturday,10,6,2007
2016-02-06,Saturday,13,6,386
2016-02-06,Saturday,9,6,976
2016-02-06,Saturday,11,6,291
2016-02-06,Saturday,3,6,596
2016-02-06,Saturday,15,6,42
2016-02-07,Sunday,12,1,1275
2016-02-07,Sunday,1,1,406
2016-02-07,Sunday,10,1,1167
2016-02-07,Sunday,7,1,120
2016-02-07,Sunday,6,1,3675
2016-02-07,Sunday,3,1,743
2016-02-07,Sunday,9,1,624
2016-02-07,Sunday,4,1,453
2016-02-07,Sunday,14,1,1331
2016-02-07,Sunday,2,1,1261
2016-02-07,Sunday,8,1,521
2016-02-07,Sunday,11,1,199
2016-02-07,Sunday,13,1,184
2016-02-07,Sunday,15,1,30
2016-02-07,Sunday,12,2,381
2016-02-07,Sunday,6,2,750
2016-02-07,Sunday,3,2,225
2016-02-07,Sunday,1,2,133
2016-02-07,Sunday,10,2,202
2016-02-07,Sunday,13,2,71
2016-02-07,Sunday,14,2,608
2016-02-07,Sunday,2,2,366
2016-02-07,Sunday,4,2,196
2016-02-07,Sunday,8,2,84
2016-02-07,Sunday,11,2,80
2016-02-07,Sunday,7,2,44
2016-02-07,Sunday,9,2,73
2016-02-07,Sunday,15,2,5
2016-02-07,Sunday,2,3,1461
2016-02-07,Sunday,1,3,193
2016-02-07,Sunday,6,3,391
2016-02-07,Sunday,12,3,437
2016-02-07,Sunday,14,3,415
2016-02-07,Sunday,10,3,524
2016-02-07,Sunday,4,3,560
2016-02-07,Sunday,7,3,49
2016-02-07,Sunday,11,3,95
2016-02-07,Sunday,3,3,209
2016-02-07,Sunday,8,3,449
2016-02-07,Sunday,9,3,214
2016-02-07,Sunday,13,3,148
2016-02-07,Sunday,15,3,17
2016-02-07,Sunday,2,4,2024
2016-02-07,Sunday,4,4,667
2016-02-07,Sunday,1,4,389
2016-02-07,Sunday,14,4,886
2016-02-07,Sunday,12,4,811
2016-02-07,Sunday,8,4,914
2016-02-07,Sunday,10,4,884
2016-02-07,Sunday,6,4,630
2016-02-07,Sunday,3,4,283
2016-02-07,Sunday,11,4,195
2016-02-07,Sunday,13,4,185
2016-02-07,Sunday,15,4,35
2016-02-07,Sunday,9,4,456
2016-02-07,Sunday,7,4,102
2016-02-07,Sunday,6,5,1048
2016-02-07,Sunday,4,5,836
2016-02-07,Sunday,1,5,638
2016-02-07,Sunday,13,5,277
2016-02-07,Sunday,10,5,1329
2016-02-07,Sunday,11,5,248
2016-02-07,Sunday,2,5,2476
2016-02-07,Sunday,12,5,1419
2016-02-07,Sunday,8,5,1108
2016-02-07,Sunday,9,5,598
2016-02-07,Sunday,14,5,1313
2016-02-07,Sunday,7,5,140
2016-02-07,Sunday,3,5,481
2016-02-07,Sunday,15,5,44
2016-02-07,Sunday,1,6,376
2016-02-07,Sunday,2,6,1747
2016-02-07,Sunday,12,6,1130
2016-02-07,Sunday,14,6,1013
2016-02-07,Sunday,13,6,252
2016-02-07,Sunday,4,6,606
2016-02-07,Sunday,10,6,1224
2016-02-07,Sunday,6,6,1262
2016-02-07,Sunday,11,6,205
2016-02-07,Sunday,9,6,519
2016-02-07,Sunday,8,6,697
2016-02-07,Sunday,7,6,108
2016-02-07,Sunday,3,6,458
2016-02-07,Sunday,15,6,35
2016-02-08,Monday,1,1,163
2016-02-08,Monday,10,1,357
2016-02-08,Monday,12,1,511
2016-02-08,Monday,13,1,78
2016-02-08,Monday,2,1,412
2016-02-08,Monday,4,1,223
2016-02-08,Monday,14,1,740
2016-02-08,Monday,8,1,146
2016-02-08,Monday,6,1,581
2016-02-08,Monday,3,1,244
2016-02-08,Monday,9,1,106
2016-02-08,Monday,7,1,67
2016-02-08,Monday,11,1,109
2016-02-08,Monday,15,1,7
2016-02-08,Monday,2,2,667
2016-02-08,Monday,6,2,197
2016-02-08,Monday,12,2,230
2016-02-08,Monday,14,2,348
2016-02-08,Monday,1,2,64
2016-02-08,Monday,3,2,108
2016-02-08,Monday,11,2,96
2016-02-08,Monday,4,2,252
2016-02-08,Monday,10,2,221
2016-02-08,Monday,7,2,33
2016-02-08,Monday,13,2,38
2016-02-08,Monday,9,2,81
2016-02-08,Monday,8,2,184
2016-02-08,Monday,15,2,20
2016-02-08,Monday,4,3,765
2016-02-08,Monday,2,3,2527
2016-02-08,Monday,7,3,119
2016-02-08,Monday,1,3,263
2016-02-08,Monday,12,3,663
2016-02-08,Monday,6,3,546
2016-02-08,Monday,14,3,487
2016-02-08,Monday,9,3,340
2016-02-08,Monday,8,3,996
2016-02-08,Monday,11,3,240
2016-02-08,Monday,3,3,210
2016-02-08,Monday,10,3,649
2016-02-08,Monday,13,3,122
2016-02-08,Monday,15,3,72
2016-02-08,Monday,4,4,703
2016-02-08,Monday,2,4,2145
2016-02-08,Monday,1,4,301
2016-02-08,Monday,6,4,335
2016-02-08,Monday,12,4,581
2016-02-08,Monday,8,4,724
2016-02-08,Monday,13,4,100
2016-02-08,Monday,10,4,487
2016-02-08,Monday,11,4,206
2016-02-08,Monday,9,4,267
2016-02-08,Monday,14,4,577
2016-02-08,Monday,7,4,110
2016-02-08,Monday,15,4,45
2016-02-08,Monday,3,4,213
2016-02-08,Monday,2,5,2939
2016-02-08,Monday,12,5,882
2016-02-08,Monday,1,5,534
